file|name|title|type|purpose|version|build|checksum|group|subgroup|product
/srv/storage/development/solidgrond-management-modules/target-root/usr/local/lib/solidgroundux/common/active-directory-management.sh|active-directory-management.sh|Active Directory Management Library|library|Provide shared Active Directory discovery and validation primitives|1.1|2625822|caf45218225a2f5b087c1bbee2b2a92419c83227a2922550b14a498546876f61|Common Core||SolidGroundUX Management Console Modules
/srv/storage/development/solidgrond-management-modules/target-root/usr/local/lib/solidgroundux/globals/solidground-management-console-modules-definitions.sh|solidground-management-console-modules-definitions.sh|Project Definitions|library|Project-wide identity and release globals|1.1|2625822|5e53dcc52634f4753fdb67dfc0c09f7f2d2906b6c5686edfb988794f4e6830d9|Globals||SolidGroundUX Management Console Modules
/srv/storage/development/SolidGroundUX/target-root/var/lib/solidgroundux/deployment_preface.sh|deployment_preface.sh|Deployment and Release Management|documentation|Describe the SolidGroundUX deployment and release-management workflow|2.1|2625813|2241f46bb94f5015f9676caf34eda9a05357b60210261819c5b433e36d279ab7|Deployment||SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/var/lib/solidgroundux/release-manager.sh|release-manager.sh|Release Manager|script|Standalone SolidGroundUX/project package acquisition, installation, rollback, and removal.|2.1|2625822|c9215682419edd8f7cfb1812fdc69cf9d807ab41177b2a376b1e181e5e4b3d26|Deployment||SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/libexec/solidgroundux/normalize-canon.sh|normalize-canon.sh|Canonical Structure Normalizer|script|Replace canonical bootstrap and library-guard structures in shell files.|2.1|2625813|7ed0ee2c1b287a207a6bf3fc3e3bba3257eb8105468610f9fe05e30feaf6b01c|SDK|Development|SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/libexec/solidgroundux/prepare-release.sh|prepare-release.sh|Prepare Release|script|Prepare framework scripts for release|2.1|2625822|f07da7cb300c6688b9e3fb4eab81729f39d961d49291caa2517359df95f123bc|SDK||SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/libexec/solidgroundux/tar-it.sh|tar-it.sh|Tar It|script|Create a timestamped archive of a SolidGroundUX framework tree|2.1|2625813|9113b9dec022383734886b895ebadb76460fc1f1192a515a7d19f8dc93d3694f|SDK||SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/libexec/solidgroundux/untar-it.sh|untar-it.sh|Untar It|script|Restore selected files from a SolidGroundUX framework archive|2.1|2625813|27a6bcf472467aecc1c4bb015f3718367b57892358b9ffb9a942bd51faba04f4|SDK||SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/libexec/solidgroundux/solidground console_preface.sh|solidground console_preface.sh|SolidGround Management Console|documentation|Describe the SolidGround Management Console architecture and module contract|2.1|2625813|9d83865ca4d152cdd0cf3fd51d7bfec89cfa3a11312fd7e35baaa98462df716a|SolidGround Console||SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/libexec/solidgroundux/deploy-workspace.sh|deploy-workspace.sh|Deploy Workspace|script|Select workspace files and deploy them through receive-files.sh|2.1|2625813|9906ab97eab07bdc9b6672e3456bdc67eba32fb58ee3256274dbe5f9639546b1|SDK||SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/libexec/solidgroundux/prepare-template.sh|prepare-template.sh|Executable Script Template|script|Prepares a VM for conversion to a reusable clone template.|2.1|2625813|d86b7bef506fe9f9c57ead361851f936fc1b8fc1428307691eb6e19fecce5a16|SolidGround Console||SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/libexec/solidgroundux/doc-generator.sh|doc-generator.sh|Documentation Generator Script|script|Collect and prepare documentation data from source files using the SolidGroundUX framework.|2.1|2625813|4dbb05d326380d279588ac9e0a1e561647a3aad82728fd8548586a1349a72773|SDK|Documentation Generator|SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/libexec/solidgroundux/create-wrappers.sh|create-wrappers.sh|Create Wrappers|script|Create framework-relative command wrappers for SolidGroundUX scripts.|2.1|2625813|02d4ac758b6dcad45dbf09c6d7786b9bf982f041bb6e1edae1abbacbfe4972d9|SDK||SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/libexec/solidgroundux/create-workspace.sh|create-workspace.sh|Create Workspace|script|Create a new development workspace from templates|2.1|2625822|c64a689b258b83498615a0f148e1eac7f41ead84a19d9d598ad5abf87ffdd31c|SDK||SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/libexec/solidgroundux/receive-files.sh|receive-files.sh|Receive Files|script|Receive a workspace tar stream and extract it beneath a target root|2.1|2625813|80ad4344c8837911fb64ea077df90b6b568dec8c27b7cfb23e31d71fddcbcb68|SDK||SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/templates/exe-template.sh|exe-template.sh|Executable Script Template|script|Canonical executable template for SolidGroundUX scripts.|2.1|2625813|ac001ae7201bac35d11a39fdcbf88f19d8bb55aa848037856d9e5d2bf1a88242|SDK|Templates|SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/templates/lib-template.sh|lib-template.sh|Library Template|library|Canonical template for source-only framework libraries|2.1|2625813|df9b5459f25d884c947a3fb03b4b87d8fe6cc671a8959454c8b9d4b784ff9214|SDK|Templates|SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/templates/templates_preface.sh|templates_preface.sh|Script templates |documentation|Group preface|2.1|2625813|9bd698057da84f826391b9ab8add3976abf5f9710601290b4891f3cb7574f275|SDK|Templates|SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/templates/mod-template.sh|mod-template.sh|Console Module Template|module|Canonical template for sgnd-console modules|2.1|2625813|d9225da61eb4ccc87ec2a1c10491859ce1e335acdc72213fbac6e927071178c1|SDK|Templates|SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/common/solidgroundux_epilogue.sh|solidgroundux_epilogue.sh|How to?|documentation|How to section|2.1|2625813|048859e89d49dd4ce8caf991b95c0f92779b8ef48b02b8f729fb730c81773169|SolidGroundUX||SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/common/sgnd-bootstrap.sh|sgnd-bootstrap.sh|Bootstrap Core|library|Initialize the SolidGroundUX framework and load core modules|2.1|2625813|7a92a82d196b8c60f93718c12bb00f46d277792c671f53b87000ae4e66a4a5db|Bootstrap||SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/common/doc-sample.sh|doc-sample.sh|Documentation Sample|documentation|Demonstrate all supported SolidGroundUX documentation comment|2.0|2625813|16e41a4c96a9de031dd80597adb320e5b4c2d9fe06df0fadf3808fda8440e183|SDK|Documentation Generator|SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/common/ui-ask.sh|ui-ask.sh|UI Ask|library|Provide interactive prompting and lightweight dialog utilities|2.1|2625813|1b67927682d37294c02b4695b1f31dbbfb7adb02cdc218b8c2b5f0534728013f|UI||SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/common/ui.sh|ui.sh|UI Rendering|library|Provide terminal rendering utilities for styled console output|2.1|2625813|88b9076342bf9db3afafd32aec03a07dc90261e709610f290d5a73c691c9d3eb|UI||SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/common/sgnd-core.sh|sgnd-core.sh|Core Utilities|library|Provide foundational utility functions and shared primitives|2.1|2625813|d3177e6e8b58185b46dff63b47b6d61c080c2cf6ab8b4147ba9730bac0640246|Common Core||SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/common/sgnd-menu.sh|sgnd-menu.sh|Menu Library|library|Provide reusable menu definition, rendering, navigation, and dispatch|2.1|2625813|075fb23de558465abbfafa1821b5404376108c931e60da4e2df8a26f28bf5943|SolidGround Console||SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/common/sgnd-comment-header-parser.sh|sgnd-comment-header-parser.sh|Header Parser|library|Read, parse, and update canonical script header comments in SolidGroundUX files|2.1|2625813|931784c5d9c9e5b8d828b977bc110d5edaf8bb6076582b3dce708e505300a097|Common Core||SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/common/sgnd-system.sh|sgnd-system.sh|System Utilities|library|Provide host, runtime, and operating-system utility helpers|2.1|2625813|9ebf3217a928b14d2d14077eaec3e34591aef660a991ce4b1781859263535803|Common Core||SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/common/doc-renderer.sh|doc-renderer.sh|Documentation Renderer|library|Prepare normalized parser data and invoke the documentation renderer|2.1|2625813|9acfc680facac3a17e629770a185e6b0ce4f221127fe7d5d929567ca82df4413|SDK|Documentation Generator|SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/common/ui-say.sh|ui-say.sh|UI Messaging|library|Provide standardized console messaging helpers|2.1|2625813|83fbddefc09e8a1245716ef70c913466de6fd4665a08c4e51b848b03121261ff|UI||SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/common/common core_preface.sh|common core_preface.sh|Framework Services Overview|documentation|Group preface|2.1|2625813|e014314aa68d2d0615344316a52638ff27899cb1f56336f007f32b5b793340b4|Common Core||SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/common/sgnd-info.sh|sgnd-info.sh|Framework Information|library|Provide framework metadata and runtime information helpers|2.1|2625813|8a59f8ad76e1487e7e9fb04f4ead32a79b57d4bb3f0d6afb86f0356c7ea3a8e3|Common Core||SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/common/bootstrap_preface.sh|bootstrap_preface.sh|Bootstrap Sequence|documentation|Group preface|2.1|2625813|de8261c38ddb5bcb39a446b25dc8c9f161c756898cbe80e201c8f516fc80aa1c|Bootstrap||SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/common/sdk tools_preface.sh|sdk tools_preface.sh|SDK Overview|documentation|Group preface|2.1|2625813|9371044bc27ff41f9fbb62f290f6c86befc12e314d03cd81d35baa33506d860e|SDK||SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/common/console-helpers.sh|console-helpers.sh|Console Helpers|library|Provide shared helper functions used by multiple console modules|2.1|2625813|f95932c864c08bc67274b3de8133309d10f1f54a31070b4eec751cec5208540d|SolidGround Console||SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/common/ui_preface.sh|ui_preface.sh|UI Framework|documentation|Group preface|2.0|2625813|d8d32e150e2fc71b5fd8cb2753d02522f5e2c819f50955a2f2ecd0d31383a69f|UI||SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/common/ui-glyphs.sh|ui-glyphs.sh|UI Glyphs|library|Provide glyph and symbol helpers for console rendering|2.1|2625813|feee7c562670fd6ec7a4aece16ea0be242a8fdabb2eae849cf468112b47cec6d|UI||SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/common/sgnd-cfg.sh|sgnd-cfg.sh|Configuration Management|library|Load, manage, and persist configuration settings|2.1|2625813|a086436cf66ce5edf2ddfc22c230a9733182ff9437cabec780e7fce8bf8e823e|Common Core||SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/common/sgnd-datatable.sh|sgnd-datatable.sh|Datatable|library|Provide lightweight tabular data structures and utilities|2.1|2625813|c631457fdd2c6412b1e9c5736560b372a21f2666a6586da77d1293c04ae41cf3|Common Core||SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/common/ui-dlg.sh|ui-dlg.sh|UI Dialogs|library|Provide dialog-style user interaction helpers|2.1|2625813|6fff59dd2ae92c589a548ac322d16348ce1aff68c89bb5a5e84d14cda9991b56|UI||SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/common/sgnd-exe-common.sh|sgnd-exe-common.sh|Executable Runtime Support|library|Provide shared startup helpers for SolidGroundUX executable scripts|2.1|2625813|24b9f8bbc87f6d113ce34c5127d13cbe31ae3ed266f2c3f8f22c30925751b2f7|Bootstrap||SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/common/sgnd-args.sh|sgnd-args.sh|Argument Parsing|library|Parse and manage command-line arguments for scripts|2.1|2625813|2bd387b54b63b3b023befd072e638c0e7ad480268ff6f7318feec2b38da19b44|Common Core||SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/common/solidgroundux_preface.sh|solidgroundux_preface.sh|Framework Introduction|documentation|Product preface|2.1|2625813|ce9e9a229de5e8ef3b3eab21ce7553951b99148abd5a8da12bef03ed0996e74e|SolidGroundUX||SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/common/sgnd-bootstrap-env.sh|sgnd-bootstrap-env.sh|Bootstrap Environment|library|Initialize framework environment variables and directory structure|2.1|2625813|13ceb6c9c48bdc2e2fa9a0f7a025165653db534f4df27645ceb93dfc3dfba9ab|Bootstrap||SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/globals/sgnd-definitions.sh|sgnd-definitions.sh|Framework Definitions|library|Define canonical SolidGroundUX framework globals and defaults|2.1|2625822|0b96618fe93851d3ba973cf1b7327511cea1f86d8884a925119c4cdef9c9cbae|Bootstrap||SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/styles/21-style-fantasy.sh|21-style-fantasy.sh|Fantasy UI Style|library|Define the Fantasy semantic UI theme|2.0|2625813|2d3f75a4b5d5fe8f5c0464541018114a1c1aa9c1d812a0611629b8499c2b8302|UI|Styles|SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/styles/31-style-mono-amber.sh|31-style-mono-amber.sh|Monochrome Amber UI Style|library|Define the Monochrome Amber semantic UI theme|2.0|2625813|18f7338a803837baa0c50af99ed7068276c6ca5969da06de0999c7d22185231d|UI|Styles|SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/styles/22-style-redalert.sh|22-style-redalert.sh|RedAlert UI Style|library|Define the RedAlert semantic UI theme|2.0|2625813|a81ad5f721856e537f1d170d2894c207544453706371bcf78fe2dcb5da67220b|UI|Styles|SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/styles/32-style-mono-blue.sh|32-style-mono-blue.sh|Monochrome Blue UI Style|library|Define the Monochrome Blue semantic UI theme|2.0|2625813|a212b901f6d2a1992def323e4a64ba0bff9d1a293ebee2af78e741a5ca789839|UI|Styles|SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/styles/11-style-steelblue.sh|11-style-steelblue.sh|Steel Blue UI Style|library|Define the Steel Blue semantic UI theme|2.0|2625813|0b6043cd248355655ffae00e64dca57cdb73b872735975bcf1215b4ac48ca4b5|UI|Styles|SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/styles/23-style-psychedelic.sh|23-style-psychedelic.sh|Psychedelic UI Style|library|Define the Psychedelic semantic UI theme|2.0|2625813|a0956cbc169d47ba7bf5190c7b6c648e08f555ae60c1525094d75a539b1868bb|UI|Styles|SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/styles/10-style-dark.sh|10-style-dark.sh|Dark UI Style|library|Define the Dark semantic UI theme|2.0|2625813|7296787544d128753f71a87c1c1789b944069d8f1d7bebced036b6a0a61ee821|UI|Styles|SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/styles/30-style-mono-green.sh|30-style-mono-green.sh|Monochrome Green UI Style|library|Define the Monochrome Green semantic UI theme|2.0|2625813|2b81f4f9a5dad82a12eb8379ea9027aad133b8c14a59391cc2bbe76a9b8bfab5|UI|Styles|SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/styles/20-style-testadura.sh|20-style-testadura.sh|Testadura UI Style|library|Define the Testadura semantic UI theme|2.0|2625813|4aeb328c47f9c6800c12d7b1701fcc022241234b5c2f5b36cd04259d23122622|UI|Styles|SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/styles/00-style-default.sh|00-style-default.sh|Default UI Style|library|Define default UI layout, spacing, and styling conventions|2.0|2625813|200d52757b4e6b28b7b52fabed18aaccaf9c4c024a86e9c5b976b8d577590471|UI|Styles|SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/styles/default-ui-palette.sh|default-ui-palette.sh|Default UI Palette|library|Define default color palette and styling for console UI|2.0|2625813|d97fd529b9b7ed1588810c9347b69286dedf69a9b93a7e9752be3a00bf33191f|UI|Styles|SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/common/doc-processor.sh|doc-processor.sh|Document processor|library|Parse source files for structured comments and assemble normalized|2.1|2625813|399ab6caafc2b001dc793a16eb0cfd6055c543afdf33a118e40d0a02d9722deb|SDK|Documentation Generator|SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/common/sdk-documentation_preface.sh|sdk-documentation_preface.sh|Documentation Generator Overview|documentation|Subgroup preface|2.1|2625813|8e5d9e0ce027b36b4c5f35ea02dad60d02f12a99e5bead2c47fe4fd5b55bf030|SDK|Documentation Generator|SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/py/sgnd_doc_renderer.py|sgnd_doc_renderer.py|Documentation HTML Renderer Backend|python|Render normalized SolidGroundUX documentation tables as HTML|2.0|2622911|8e5d9e0ce027b36b4c5f35ea02dad60d02f12a99e5bead2c47fe4fd5b55bf030|SDK|Documentation Generator|SolidGroundUX
/srv/storage/development/SolidGroundUX/target-root/usr/local/lib/solidgroundux/templates/doc-template.sh|doc-template.sh|Documentation preface/epilogue template|documentation|Documentation preface/epilogue template for SolidGroundUX framework.|2.1|2625813|-|SDK|Templates|SolidGroundUX
