file|name|title|type|purpose|version|build|checksum|group|subgroup|product
/srv/storage/development/solidgroundux/target-root/usr/local/lib/solidgroundux/common/sgnd-core.sh|sgnd-core.sh|Core Utilities|library|Provide foundational utility functions and shared primitives|2.1|2626414|d3177e6e8b58185b46dff63b47b6d61c080c2cf6ab8b4147ba9730bac0640246|Common Core||SolidGroundUX
/srv/storage/development/solidgroundux/target-root/usr/local/lib/solidgroundux/common/sgnd-menu.sh|sgnd-menu.sh|Menu Library|library|Provide reusable menu definition, rendering, navigation, and dispatch|2.1|2626501|d53dfe459b13e86cfaac9c50059d26143a3ea8fb15ea7f6ad347379227b54723|Common Core||SolidGroundUX
/srv/storage/development/solidgroundux/target-root/usr/local/lib/solidgroundux/common/sgnd-system.sh|sgnd-system.sh|System Utilities|library|Provide host, runtime, and operating-system utility helpers|2.1|2626414|9ebf3217a928b14d2d14077eaec3e34591aef660a991ce4b1781859263535803|Common Core||SolidGroundUX
/srv/storage/development/solidgroundux/target-root/usr/local/lib/solidgroundux/common/ui-say.sh|ui-say.sh|UI Messaging|library|Provide standardized console messaging helpers|2.1|2626414|83fbddefc09e8a1245716ef70c913466de6fd4665a08c4e51b848b03121261ff|UI||SolidGroundUX
/srv/storage/development/solidgroundux/target-root/usr/local/lib/solidgroundux/common/sgnd-info.sh|sgnd-info.sh|Framework Information|library|Provide framework metadata and runtime information helpers|2.1|2626414|8a59f8ad76e1487e7e9fb04f4ead32a79b57d4bb3f0d6afb86f0356c7ea3a8e3|Common Core||SolidGroundUX
/srv/storage/development/solidgroundux/target-root/usr/local/lib/solidgroundux/common/ui-glyphs.sh|ui-glyphs.sh|UI Glyphs|library|Provide glyph and symbol helpers for console rendering|2.1|2626414|feee7c562670fd6ec7a4aece16ea0be242a8fdabb2eae849cf468112b47cec6d|UI||SolidGroundUX
/srv/storage/development/solidgroundux/target-root/usr/local/lib/solidgroundux/common/sgnd-cfg.sh|sgnd-cfg.sh|Configuration Management|library|Load, manage, and persist configuration settings|2.1|2626414|a086436cf66ce5edf2ddfc22c230a9733182ff9437cabec780e7fce8bf8e823e|Common Core||SolidGroundUX
/srv/storage/development/solidgroundux/target-root/usr/local/lib/solidgroundux/common/sgnd-datatable.sh|sgnd-datatable.sh|Datatable|library|Provide lightweight tabular data structures and utilities|2.1|2626414|c631457fdd2c6412b1e9c5736560b372a21f2666a6586da77d1293c04ae41cf3|Common Core||SolidGroundUX
/srv/storage/development/solidgroundux/target-root/usr/local/lib/solidgroundux/common/ui-dlg.sh|ui-dlg.sh|UI Dialogs|library|Provide dialog-style user interaction helpers|2.1|2626414|6fff59dd2ae92c589a548ac322d16348ce1aff68c89bb5a5e84d14cda9991b56|UI||SolidGroundUX
/srv/storage/development/solidgroundux/target-root/usr/local/lib/solidgroundux/common/sgnd-exe-common.sh|sgnd-exe-common.sh|Executable Runtime Support|library|Provide shared startup helpers for SolidGroundUX executable scripts|2.1|2626501|f20b9da39cf69dfb3eb56ca87522d6565348aab37630552c4372388bcb581756|Bootstrap||SolidGroundUX
/srv/storage/development/solidgroundux/target-root/usr/local/lib/solidgroundux/common/sgnd-args.sh|sgnd-args.sh|Argument Parsing|library|Parse and manage command-line arguments for scripts|2.1|2626414|2bd387b54b63b3b023befd072e638c0e7ad480268ff6f7318feec2b38da19b44|Common Core||SolidGroundUX
/srv/storage/development/solidgroundux/target-root/usr/local/lib/solidgroundux/common/sgnd-bootstrap-env.sh|sgnd-bootstrap-env.sh|Bootstrap Environment|library|Initialize framework environment variables and directory structure|2.1|2626414|e879dc424bd4795ba916dd32837116e0c6c0c19a9f1f989829d50eeb99fb5ef7|Bootstrap||SolidGroundUX
/srv/storage/development/solidgroundux/target-root/usr/local/lib/solidgroundux/globals/sgnd-definitions.sh|sgnd-definitions.sh|Framework Definitions|library|Define canonical SolidGroundUX framework globals and defaults|2.1|2626501|44a6ab039f6caf1a31c3ee4cf071409c399e637b276254ee51639dfed41977c6|Bootstrap||SolidGroundUX
/srv/storage/development/solidgroundux/target-root/usr/local/lib/solidgroundux/styles/21-style-fantasy.sh|21-style-fantasy.sh|Fantasy UI Style|library|Define the Fantasy semantic UI theme|2.1|2626414|2d3f75a4b5d5fe8f5c0464541018114a1c1aa9c1d812a0611629b8499c2b8302|UI|Styles|SolidGroundUX
/srv/storage/development/solidgroundux/target-root/usr/local/lib/solidgroundux/styles/31-style-mono-amber.sh|31-style-mono-amber.sh|Monochrome Amber UI Style|library|Define the Monochrome Amber semantic UI theme|2.1|2626414|18f7338a803837baa0c50af99ed7068276c6ca5969da06de0999c7d22185231d|UI|Styles|SolidGroundUX
/srv/storage/development/solidgroundux/target-root/usr/local/lib/solidgroundux/styles/22-style-redalert.sh|22-style-redalert.sh|RedAlert UI Style|library|Define the RedAlert semantic UI theme|2.1|2626414|a81ad5f721856e537f1d170d2894c207544453706371bcf78fe2dcb5da67220b|UI|Styles|SolidGroundUX
/srv/storage/development/solidgroundux/target-root/usr/local/lib/solidgroundux/styles/32-style-mono-blue.sh|32-style-mono-blue.sh|Monochrome Blue UI Style|library|Define the Monochrome Blue semantic UI theme|2.1|2626414|a212b901f6d2a1992def323e4a64ba0bff9d1a293ebee2af78e741a5ca789839|UI|Styles|SolidGroundUX
/srv/storage/development/solidgroundux/target-root/usr/local/lib/solidgroundux/styles/11-style-steelblue.sh|11-style-steelblue.sh|Steel Blue UI Style|library|Define the Steel Blue semantic UI theme|2.1|2626414|0b6043cd248355655ffae00e64dca57cdb73b872735975bcf1215b4ac48ca4b5|UI|Styles|SolidGroundUX
/srv/storage/development/solidgroundux/target-root/usr/local/lib/solidgroundux/styles/23-style-psychedelic.sh|23-style-psychedelic.sh|Psychedelic UI Style|library|Define the Psychedelic semantic UI theme|2.1|2626414|a0956cbc169d47ba7bf5190c7b6c648e08f555ae60c1525094d75a539b1868bb|UI|Styles|SolidGroundUX
/srv/storage/development/solidgroundux/target-root/usr/local/lib/solidgroundux/styles/10-style-dark.sh|10-style-dark.sh|Dark UI Style|library|Define the Dark semantic UI theme|2.1|2626414|7296787544d128753f71a87c1c1789b944069d8f1d7bebced036b6a0a61ee821|UI|Styles|SolidGroundUX
/srv/storage/development/solidgroundux/target-root/usr/local/lib/solidgroundux/styles/30-style-mono-green.sh|30-style-mono-green.sh|Monochrome Green UI Style|library|Define the Monochrome Green semantic UI theme|2.1|2626414|2b81f4f9a5dad82a12eb8379ea9027aad133b8c14a59391cc2bbe76a9b8bfab5|UI|Styles|SolidGroundUX
/srv/storage/development/solidgroundux/target-root/usr/local/lib/solidgroundux/styles/20-style-testadura.sh|20-style-testadura.sh|Testadura UI Style|library|Define the Testadura semantic UI theme|2.1|2626414|4aeb328c47f9c6800c12d7b1701fcc022241234b5c2f5b36cd04259d23122622|UI|Styles|SolidGroundUX
/srv/storage/development/solidgroundux/target-root/usr/local/lib/solidgroundux/styles/00-style-default.sh|00-style-default.sh|Default UI Style|library|Define default UI layout, spacing, and styling conventions|2.1|2626414|200d52757b4e6b28b7b52fabed18aaccaf9c4c024a86e9c5b976b8d577590471|UI|Styles|SolidGroundUX
/srv/storage/development/solidgroundux/target-root/usr/local/lib/solidgroundux/styles/default-ui-palette.sh|default-ui-palette.sh|Default UI Palette|library|Define default color palette and styling for console UI|2.1|2626414|d97fd529b9b7ed1588810c9347b69286dedf69a9b93a7e9752be3a00bf33191f|UI|Styles|SolidGroundUX
/srv/storage/development/solidgroundux-mcm/target-root/usr/local/libexec/solidgroundux/publish-web-content.sh|publish-web-content.sh|Publish Web Content|script|Publish local, remote, Git, and SolidGroundUX documentation content|2.1|2626501|d97fd529b9b7ed1588810c9347b69286dedf69a9b93a7e9752be3a00bf33191f|Role Managers||SolidGroundUX Management Console Modules
/srv/storage/development/solidgroundux-mcm/target-root/usr/local/libexec/solidgroundux/manage-sqlserver.sh|manage-sqlserver.sh|Manage SQL Server|script|Install, configure, manage, validate, and inspect Microsoft SQL Server|2.1|2626501|d97fd529b9b7ed1588810c9347b69286dedf69a9b93a7e9752be3a00bf33191f|Role Managers||SolidGroundUX Management Console Modules
/srv/storage/development/solidgroundux-mcm/target-root/usr/local/libexec/solidgroundux/manage-identity.sh|manage-identity.sh|Manage Identity|script|Sets the hostname and IPv4 network configuration for a VM|2.1|2626501|bce37920258b35d23d60c6ecb36fd7e745d25e785f99a89a3ffad3239acfb2e7|Role Managers||SolidGroundUX Management Console Modules
/srv/storage/development/solidgroundux-mcm/target-root/usr/local/libexec/solidgroundux/manage-active-directory-server.sh|manage-active-directory-server.sh|Manage Active Directory Server|script|Provision, validate, and inspect a Samba Active Directory domain controller|2.1|2626501|61a7dbc7cce4a8d3ef8d5c3e0dc6f5878d53a61597833b8acc3e5afeae8f9c9a|Role Managers||SolidGroundUX Management Console Modules
/srv/storage/development/solidgroundux-mcm/target-root/usr/local/libexec/solidgroundux/management-console.sh|management-console.sh|SolidGround Management Console|script|Provide a modular console interface for SolidGroundUX tooling|2.1|2626501|42c9c9d9cb847b64e1d4a79abcc9e0476a43ef6a53da28137d8a8560bef630f3|Console||SolidGroundUX Management Console Modules
/srv/storage/development/solidgroundux-mcm/target-root/usr/local/libexec/solidgroundux/manage-web-server.sh|manage-web-server.sh|Manage Web Server|script|Configure, manage, validate, and inspect an Nginx web server|2.1|2626501|42c9c9d9cb847b64e1d4a79abcc9e0476a43ef6a53da28137d8a8560bef630f3|Role Managers||SolidGroundUX Management Console Modules
/srv/storage/development/solidgroundux-mcm/target-root/usr/local/libexec/solidgroundux/manage-docker-containers.sh|manage-docker-containers.sh|Manage Docker Containers|script|Create and manage Docker containers and images|2.1|2626501|3bb7dd1348a70120cd0cbdcef103c4400d94da879160c7d9e07da5da36bb6c43|Role Managers||SolidGroundUX Management Console Modules
/srv/storage/development/solidgroundux-mcm/target-root/usr/local/libexec/solidgroundux/manage-framework-state.sh|manage-framework-state.sh|Manage Framework State|script|Manage framework state|2.1|2626501|5238fb50df46978efdc2d2181ef359537fa441cf61b080e9c28047bfa972c6ce|Role Managers||SolidGroundUX Management Console Modules
/srv/storage/development/solidgroundux-mcm/target-root/usr/local/libexec/solidgroundux/manage-active-directory-client.sh|manage-active-directory-client.sh|Manage Active Directory Client|script|Join, reconcile, validate, and inspect an Active Directory client|2.1|2626501|3aae7facce285f3ebb53a301d96758a3e04448bfb10a58a31eec551d9bbe0a32|Role Managers||SolidGroundUX Management Console Modules
/srv/storage/development/solidgroundux-mcm/target-root/usr/local/libexec/solidgroundux/manage-framework-logging.sh|manage-framework-logging.sh|Manage Framework Logging|script|Manage framework logging|2.1|2626501|31dd872e75d4afe3895daa9fb610c4c87b74edebdc77d429ea777c7b4f175858|Role Managers||SolidGroundUX Management Console Modules
/srv/storage/development/solidgroundux-mcm/target-root/usr/local/libexec/solidgroundux/manage-docker-server.sh|manage-docker-server.sh|Manage Docker Server|script|Install, configure, validate, and inspect a Docker host|2.1|2626414|8e17aa140bcb91b19f76c9e6c3f9fede79e483fdc922349f8e5cb084c94b7ad8|Role Managers||SolidGroundUX Management Console Modules
/srv/storage/development/solidgroundux-mcm/target-root/usr/local/libexec/solidgroundux/manage-solidgroundux.sh|manage-solidgroundux.sh|Manage SolidGroundUX|script|Apply persistent SolidGroundUX framework management actions|2.1|2626501|44e9f256f84d431064f99d7417e5bc6f44cd7e154120a0df382979b9585fe240|Role Managers||SolidGroundUX Management Console Modules
/srv/storage/development/solidgroundux-mcm/target-root/usr/local/libexec/solidgroundux/manage-active-directory.sh|manage-active-directory.sh|Manage Active Directory|script|Manage Samba Active Directory users, groups, memberships, and computers|2.1|2626501|5e122f184b10b5eeade6cddce78039d350869a884a712770e575b8e81165a34d|Role Managers||SolidGroundUX Management Console Modules
/srv/storage/development/solidgroundux-mcm/target-root/usr/local/libexec/solidgroundux/manage-samba-file-server.sh|manage-samba-file-server.sh|Manage Samba File Server|script|Prepare, validate, and inspect the Samba file-server service|2.1|2626501|873554ed26c846db5561e6942f2317839cf900ea5d572e3f2ad25467cdafa5c7|Role Managers||SolidGroundUX Management Console Modules
/srv/storage/development/solidgroundux-mcm/target-root/usr/local/libexec/solidgroundux/console-modules/40-solidgroundux.sh|40-solidgroundux.sh|SolidGroundUX|module|Manage the SolidGroundUX framework and release lifecycle|2.1|2626501|2da22429934c5e9ed1efc27cdfe1ab898ea4d4c6c6cbad138fb6d0bdf1a54814|Module Registration||SolidGroundUX Management Console Modules
/srv/storage/development/solidgroundux-mcm/target-root/usr/local/libexec/solidgroundux/console-modules/50-web-server.sh|50-web-server.sh|Web Server|module|Install, configure, manage, validate, and inspect an Nginx web server|2.1|2626501|e64ce7c995b4d62adce3c7959000da90b76497c67a6bfd74e6c87606a7a27723|Module Registration||SolidGroundUX Management Console Modules
/srv/storage/development/solidgroundux-mcm/target-root/usr/local/libexec/solidgroundux/console-modules/27-active-directory-management.sh|27-active-directory-management.sh|Active Directory Management|module|Register Active Directory object-management actions|2.1|2626501|6dd031c11481f22b2ca8c33dad7b60dc1997bbe525289dcea2dae4a05e31f565|Module Registration||SolidGroundUX Management Console Modules
/srv/storage/development/solidgroundux-mcm/target-root/usr/local/libexec/solidgroundux/console-modules/60-sqlserver.sh|60-sqlserver.sh|SQL Server|module|Install, configure, manage, validate, and inspect Microsoft SQL Server|2.1|2626501|5ccd38edf45d3ef73a63f8156f7c95bf48263fe2268136666d8cade1784be7e8|Module Registration||SolidGroundUX Management Console Modules
/srv/storage/development/solidgroundux-mcm/target-root/usr/local/libexec/solidgroundux/console-modules/70-docker-server.sh|70-docker-server.sh|Docker Server|module|Install, configure, manage, validate, and inspect a Docker host and its containers|2.1|2626501|a710a01ae827da1426b6448ad0293cc697867ab3a2647b4cbd4d64ee339c9559|Module Registration||SolidGroundUX Management Console Modules
/srv/storage/development/solidgroundux-mcm/target-root/usr/local/libexec/solidgroundux/console-modules/90-development.sh|90-development.sh|Development|module|Tools for workspace creation, deployment, release preparation, wrapper generation, and documentation.|2.1|2626501|ffb5c6a255842c0f664dc002acf7e38c1985f0d26546bfb42ce54a4daa8dc471|Module Registration||SolidGroundUX Management Console Modules
/srv/storage/development/solidgroundux-mcm/target-root/usr/local/libexec/solidgroundux/console-modules/15-storage.sh|15-storage.sh|Storage|module|Configure and inspect local storage volumes|2.1|2626501|ae0514ebcffb4ba803eb6ba22fd837e2fd996b3a6286cb98d1474bb09686aa70|Module Registration||SolidGroundUX Management Console Modules
/srv/storage/development/solidgroundux-mcm/target-root/usr/local/libexec/solidgroundux/console-modules/10-computer-setup.sh|10-computer-setup.sh|Computer Setup|module|Configure and validate the base computer|2.1|2626501|8a9bfcd969d15aa5452586c79a0b0a2482abee8ab89dd2bb38c59be300088e4d|Module Registration||SolidGroundUX Management Console Modules
/srv/storage/development/solidgroundux-mcm/target-root/usr/local/libexec/solidgroundux/console-modules/45-solidground-framework-test.sh|45-solidground-framework-test.sh|SolidGround Framework Test|module|Register SolidGroundUX framework test and validation actions|2.1|2626501|520794f53b0e27761ab35ea73c91882fa64e86a2fa3421bb48364f1352572de1|Module Registration||SolidGroundUX Management Console Modules
/srv/storage/development/solidgroundux-mcm/target-root/usr/local/libexec/solidgroundux/console-modules/30-samba-file-server.sh|30-samba-file-server.sh|Samba File Server|module|Register and orchestrate Samba file-server management actions|2.1|2626501|d0df43d3129b49c92dea1d8f035fff5c45770789a14fd3d5296bd399a3f0ea4b|Module Registration||SolidGroundUX Management Console Modules
/srv/storage/development/solidgroundux-mcm/target-root/usr/local/libexec/solidgroundux/console-modules/25-active-directory-client.sh|25-active-directory-client.sh|Active Directory Client|module|Register Active Directory client management actions|2.1|2626501|be848a1a7cc93bd3c748197ab63b36cecdb528fc642bb7adcf403b6797cca157|Module Registration||SolidGroundUX Management Console Modules
/srv/storage/development/solidgroundux-mcm/target-root/usr/local/libexec/solidgroundux/console-modules/20-active-directory-server.sh|20-active-directory-server.sh|Active Directory Server|module|Register Samba Active Directory server management actions|2.1|2626501|712238f8cef1f8331493ce8f46a8307d23547f30aea0114066ce98fbfb1ddb22|Module Registration||SolidGroundUX Management Console Modules
/srv/storage/development/solidgroundux-mcm/target-root/usr/local/libexec/solidgroundux/manage-storage.sh|manage-storage.sh|Manage Storage|script|Configure, reconcile, validate, and inspect local storage volumes|2.1|2626501|f63c0e738d4e9ea2dfae63adb300dc649c118f9b3ba8301c42d847e0163e1b9f|Role Managers||SolidGroundUX Management Console Modules
/srv/storage/development/solidgroundux-mcm/target-root/usr/local/libexec/solidgroundux/manage-samba-shares.sh|manage-samba-shares.sh|Manage Samba Shares|script|Manage Samba shares|2.1|2626501|b7c2a6cced612c942a6755aea451a81c6b7f10bd433453b1f27267292f2d86be|Role Managers||SolidGroundUX Management Console Modules
/srv/storage/development/solidgroundux-mcm/target-root/usr/local/share/doc-sources/mcm_console_preface.sh|mcm_console_preface.sh|SolidGround Management Console|documentation|Group preface|2.1|2626501|19bb9738007efdd8a9f3bb81d593fc5528a997c417888c598bd7d0afd1eef459|Console||SolidGroundUX Management Console Modules
/srv/storage/development/solidgroundux-mcm/target-root/usr/local/share/doc-sources/mcm_preface.sh|mcm_preface.sh|Console Modules Introduction|documentation|Product preface|2.1|2626414|2a74c8e76d20450268708399aee25dc77a74a473c24e5e80c83b78c4cdb494dd|SolidGroundUX Management Console Modules||SolidGroundUX Management Console Modules
/srv/storage/development/solidgroundux-mcm/target-root/usr/local/lib/solidgroundux/common/active-directory-management.sh|active-directory-management.sh|Active Directory Management Library|library|Provide shared Active Directory discovery and validation primitives|2.1|2626414|10f9f0976c2d2d81adf58301d9ca074240e0beab099cf92d587af9ae5fdb0f4d|Common Core||SolidGroundUX Management Console Modules
/srv/storage/development/solidgroundux-mcm/target-root/usr/local/lib/solidgroundux/globals/solidground-management-console-modules-definitions.sh|solidground-management-console-modules-definitions.sh|Project Definitions|library|Project-wide identity and release globals|2.1|2626501|9afc3180e40468381f911e9318e4fcaf5cd07c83165ab72b22807d2901864037|Globals||SolidGroundUX Management Console Modules
/srv/storage/development/solidgroundux-sdk/target-root/usr/local/libexec/solidgroundux/normalize-canon.sh|normalize-canon.sh|Canonical Structure Normalizer|script|Replace canonical bootstrap and library-guard structures in shell files.|2.1|2626501|10fb71bc64bb4bd00288a40bcb72b40d72f54522643bfde0905fac9d442cc221|SDK|Development|SolidGroundUX SDK
/srv/storage/development/solidgroundux-sdk/target-root/usr/local/libexec/solidgroundux/prepare-release.sh|prepare-release.sh|Prepare Release|script|Prepare framework scripts for release|2.1|2626501|dadcf047d1d1f25abf556990c16fef0d6f909059273024f323d141b8e1f65674|SDK||SolidGroundUX SDK
/srv/storage/development/solidgroundux-sdk/target-root/usr/local/libexec/solidgroundux/deploy-workspace.sh|deploy-workspace.sh|Deploy Workspace|script|Select workspace files and deploy them through receive-files.sh|2.1|2626501|5b240466374eb4bf2e77382490b35bbcdc593cfc9008f0121bbd5cb5f8c4e5b4|SDK||SolidGroundUX SDK
/srv/storage/development/solidgroundux-sdk/target-root/usr/local/libexec/solidgroundux/prepare-template.sh|prepare-template.sh|Executable Script Template|script|Prepares a VM for conversion to a reusable clone template.|2.1|2626501|79968b105bb7c0810163280b255e1e705ea82cd4d22c23604b5855961d28b6f5|SDK||SolidGroundUX SDK
/srv/storage/development/solidgroundux-sdk/target-root/usr/local/libexec/solidgroundux/doc-generator.sh|doc-generator.sh|Documentation Generator Script|script|Collect and prepare documentation data from source files using the SolidGroundUX framework.|2.1|2626501|ed10534f13f71920a1f2cc34a56a7aa032b5bac6e83f2091b47bc17a2bb4033c|SDK|Documentation Generator|SolidGroundUX SDK
/srv/storage/development/solidgroundux-sdk/target-root/usr/local/libexec/solidgroundux/create-wrappers.sh|create-wrappers.sh|Create Wrappers|script|Create framework-relative command wrappers for SolidGroundUX scripts.|2.1|2626501|19a413eb0e6f7b52eecbfbd8bb2f7cb581d53e0ef89283c817b4d00612a1f6f0|SDK||SolidGroundUX SDK
/srv/storage/development/solidgroundux-sdk/target-root/usr/local/libexec/solidgroundux/create-workspace.sh|create-workspace.sh|Create Workspace|script|Create a new development workspace from templates|2.1|2626501|4ff35fd1d24ec419ee26760a6168ebca9d9e9048eef0b50fcb7e7c01d003aa92|SDK||SolidGroundUX SDK
/srv/storage/development/solidgroundux-sdk/target-root/usr/local/libexec/solidgroundux/receive-files.sh|receive-files.sh|Receive Files|script|Receive a workspace tar stream and extract it beneath a target root|2.1|2626501|41ba44738d62f339c0436e7121fcaabfd022772fae0f9e5c67f681ed963875ea|SDK||SolidGroundUX SDK
/srv/storage/development/solidgroundux-sdk/target-root/usr/local/share/doc-sources/sdk-documentation_preface.sh|sdk-documentation_preface.sh|Documentation Generator Overview|documentation|Subgroup preface|2.1|2626501|ca5b4ad0bc0492a1ed381c81194328b1418a94eb10af0d1fbbd24714f14a01e4|SDK|Documentation Generator|SolidGroundUX SDK
/srv/storage/development/solidgroundux-sdk/target-root/usr/local/share/doc-sources/sdk-deployment_preface.sh|sdk-deployment_preface.sh|Deployment and Release Management|documentation|Group preface|2.1|2626414|ac64a43bbe8db60ec5f3271bccc07c192806e2413fbf7104c5b79023249ff7b2|Deployment||SolidGroundUX SDK
/srv/storage/development/solidgroundux-sdk/target-root/usr/local/share/solidgroundux/convenience-templates/exe-template.sh|exe-template.sh|Executable Script Template|script|Canonical executable template for SolidGroundUX scripts.|2.1|2626501|3e4610beb4d268cbf61599aaa4db822bf21282a3efeda7f5e8f565d107a7072c|SDK|Templates|SolidGroundUX SDK
/srv/storage/development/solidgroundux-sdk/target-root/usr/local/share/solidgroundux/convenience-templates/lib-template.sh|lib-template.sh|Library Template|library|Canonical template for source-only framework libraries|2.1|2626414|df9b5459f25d884c947a3fb03b4b87d8fe6cc671a8959454c8b9d4b784ff9214|SDK|Templates|SolidGroundUX SDK
/srv/storage/development/solidgroundux-sdk/target-root/usr/local/share/solidgroundux/convenience-templates/doc-template.sh|doc-template.sh|Documentation preface/epilogue template|documentation|Documentation preface/epilogue template for SolidGroundUX framework.|2.1|2626414|9e410bacb146c7997bc49748cf627099d813143dc3f1e8c55251a90a0e0c9971|SDK|Templates|SolidGroundUX SDK
/srv/storage/development/solidgroundux-sdk/target-root/usr/local/share/solidgroundux/convenience-templates/templates_preface.sh|templates_preface.sh|Script templates |documentation|Group preface|2.1|2626414|9bd698057da84f826391b9ab8add3976abf5f9710601290b4891f3cb7574f275|SDK|Templates|SolidGroundUX SDK
/srv/storage/development/solidgroundux-sdk/target-root/usr/local/lib/solidgroundux/common/doc-processor.sh|doc-processor.sh|Document processor|library|Parse source files for structured comments and assemble normalized|2.1|2626501|460b41e36c9256efaf2c245e6940ea6af9149f484a5ede9f0693a298af27783a|SDK|Documentation Generator|SolidGroundUX SDK
/srv/storage/development/solidgroundux-sdk/target-root/usr/local/lib/solidgroundux/common/doc-sample.sh|doc-sample.sh|Documentation Sample|documentation|Demonstrate all supported SolidGroundUX documentation comment|2.1|2626501|d77cb35fd66f8ac7780a4f69e76882ff3761d2b6d8030404af5c99d7016c6c00|SDK|Documentation Generator|SolidGroundUX SDK
/srv/storage/development/solidgroundux-sdk/target-root/usr/local/lib/solidgroundux/common/doc-renderer.sh|doc-renderer.sh|Documentation Renderer|library|Prepare normalized parser data and invoke the documentation renderer|2.1|2626501|eea836588eeb28a5146abe4d95414b273cdcc8b5a1b03644dbb589dd70907372|SDK|Documentation Generator|SolidGroundUX SDK
/srv/storage/development/solidgroundux-sdk/target-root/usr/local/lib/solidgroundux/globals/solidgroundux-sdk-definitions.sh|solidgroundux-sdk-definitions.sh|Project Definitions|library|Define SolidGroundUX SDK product identity and release globals|2.1|2626501|2b1fd794be48969094553784a8f455daca0511d8be852120a94ebe5f0f1f08b8|SDK|Definitions|SolidGroundUX SDK
/srv/storage/development/solidgroundux-sdk/target-root/usr/local/lib/solidgroundux/py/sgnd_doc_renderer.py|sgnd_doc_renderer.py|Documentation HTML Renderer Backend|python|Render normalized SolidGroundUX documentation tables as HTML|2.0|2622911|2b1fd794be48969094553784a8f455daca0511d8be852120a94ebe5f0f1f08b8|SDK|Documentation Generator|SolidGroundUX SDK
